id,weight,age,height,size
6789,72,53.0,167.64,XXXL
6790,63,32.0,167.64,XL
6791,70,29.0,162.56,L
6792,52,35.0,160.02,S
6793,54,33.0,165.1,M
6794,54,42.0,162.56,S
6795,58,34.0,170.18,S
6796,72,36.0,162.56,XXXL
6797,58,34.0,165.1,XL
6798,90,36.0,170.18,XXXL
6799,51,20.0,160.02,S
6800,72,35.0,177.8,XXXL
6801,60,23.0,162.56,M
6802,54,27.0,160.02,M
6803,71,33.0,177.8,XL
6804,65,32.0,177.8,L
6805,56,29.0,160.02,M
6806,72,56.0,157.48,XL
6807,57,58.0,162.56,M
6808,56,27.0,165.1,S
6809,56,48.0,162.56,S
6810,65,53.0,175.26,M
6811,65,39.0,172.72,XL
6812,58,31.0,170.18,S
6813,72,45.0,165.1,XXXL
6814,55,34.0,157.48,S
6815,74,30.0,180.34,XXXL
6816,49,54.0,160.02,XXS
6817,52,30.0,152.4,S
6818,56,19.0,165.1,S
6819,68,27.0,167.64,XL
6820,47,34.0,157.48,XXS
6821,54,25.0,165.1,S
6822,58,23.0,170.18,M
6823,61,43.0,157.48,M
6824,72,38.0,162.56,L
6825,72,32.0,170.18,XXXL
6826,61,37.0,157.48,S
6827,79,30.0,172.72,XXXL
6828,61,33.0,170.18,S
6829,63,33.0,165.1,L
6830,65,25.0,170.18,XL
6831,86,25.0,172.72,XL
6832,50,29.0,157.48,S
6833,59,30.0,172.72,M
6834,74,29.0,162.56,XXXL
6835,65,37.0,175.26,L
6836,58,39.0,170.18,M
6837,56,28.0,165.1,S
6838,58,31.0,165.1,S
6839,63,25.0,162.56,L
6840,51,33.0,154.94,M
6841,64,48.0,172.72,L
6842,94,42.0,167.64,XXXL
6843,56,36.0,167.64,XXS
6844,56,34.0,170.18,S
6845,58,29.0,170.18,M
6846,61,40.0,165.1,L
6847,52,28.0,157.48,S
6848,60,27.0,167.64,M
6849,45,30.0,152.4,XXS
6850,58,39.0,167.64,M
6851,47,29.0,157.48,XXS
6852,61,30.0,165.1,M
6853,45,32.0,160.02,S
6854,62,29.0,175.26,M
6855,58,32.0,167.64,M
6856,65,37.0,170.18,XL
6857,79,34.0,152.4,XXXL
6858,90,63.0,157.48,XXXL
6859,49,35.0,149.86,XXS
6860,72,26.0,177.8,XXXL
6861,63,32.0,172.72,L
6862,72,28.0,165.1,XL
6863,58,29.0,167.64,S
6864,59,40.0,172.72,XXS
6865,61,30.0,167.64,M
6866,58,32.0,165.1,S
6867,70,28.0,172.72,XXXL
6868,58,28.0,160.02,S
6869,50,47.0,165.1,M
6870,69,28.0,160.02,L
6871,62,66.0,160.02,XXXL
6872,62,29.0,157.48,L
6873,47,52.0,157.48,XXS
6874,82,53.0,167.64,XXXL
6875,62,28.0,162.56,M
6876,55,36.0,165.1,S
6877,68,35.0,167.64,XL
6878,54,40.0,170.18,M
6879,56,36.0,157.48,M
6880,70,33.0,172.72,XL
6881,65,32.0,167.64,XL
6882,52,33.0,157.48,S
6883,58,33.0,165.1,L
6884,86,36.0,175.26,XXXL
6885,63,46.0,167.64,L
6886,54,27.0,180.34,S
6887,58,30.0,172.72,S
6888,65,25.0,170.18,XL
6889,58,29.0,170.18,M
6890,58,33.0,160.02,L
6891,45,30.0,152.4,XXS
6892,45,29.0,160.02,XXS
6893,56,32.0,167.64,L
6894,65,45.0,175.26,L
6895,58,35.0,160.02,M
6896,53,35.0,162.56,M
6897,58,26.0,152.4,L
6898,61,30.0,167.64,M
6899,58,29.0,157.48,S
6900,74,40.0,172.72,XL
6901,68,43.0,167.64,XL
6902,62,33.0,162.56,M
6903,80,29.0,175.26,XXXL
6904,55,33.0,157.48,S
6905,63,28.0,175.26,L
6906,65,28.0,165.1,XL
6907,54,28.0,160.02,M
6908,70,29.0,162.56,XL
6909,65,53.0,170.18,L
6910,57,42.0,175.26,M
6911,56,26.0,157.48,S
6912,58,27.0,165.1,M
6913,52,30.0,160.02,S
6914,65,26.0,177.8,M
6915,72,33.0,167.64,XXXL
6916,58,41.0,165.1,XL
6917,70,29.0,162.56,XXXL
6918,68,29.0,165.1,XL
6919,54,28.0,157.48,S
6920,60,38.0,165.1,L
6921,63,32.0,170.18,L
6922,61,18.0,167.64,M
6923,58,51.0,162.56,M
6924,54,33.0,165.1,M
6925,53,24.0,160.02,M
6926,86,24.0,182.88,XXXL
6927,70,48.0,167.64,XXXL
6928,49,22.0,157.48,XXS
6929,74,47.0,172.72,XXXL
6930,65,36.0,157.48,XXXL
6931,78,38.0,175.26,XXXL
6932,54,53.0,170.18,M
6933,90,50.0,170.18,XXXL
6934,62,31.0,152.4,L
6935,56,31.0,157.48,M
6936,79,29.0,165.1,XXXL
6937,53,47.0,160.02,M
6938,56,48.0,162.56,XL
6939,56,27.0,165.1,L
6940,77,34.0,167.64,XL
6941,61,35.0,165.1,L
6942,126,39.0,165.1,XXXL
6943,47,38.0,154.94,S
6944,59,27.0,170.18,XXXL
6945,58,32.0,157.48,M
6946,54,23.0,157.48,XXS
6947,61,28.0,172.72,S
6948,58,27.0,157.48,S
6949,48,42.0,154.94,S
6950,61,30.0,162.56,M
6951,61,41.0,157.48,XL
6952,45,27.0,157.48,XXS
6953,54,43.0,162.56,M
6954,63,33.0,180.34,L
6955,61,28.0,160.02,M
6956,68,37.0,167.64,XL
6957,54,30.0,154.94,S
6958,58,28.0,160.02,M
6959,61,58.0,165.1,M
6960,61,32.0,170.18,M
6961,57,35.0,165.1,M
6962,61,32.0,160.02,M
6963,69,32.0,165.1,L
6964,61,30.0,170.18,M
6965,72,46.0,175.26,XXXL
6966,58,32.0,172.72,M
6967,61,32.0,167.64,XL
6968,55,29.0,162.56,S
6969,45,31.0,154.94,XXS
6970,52,48.0,157.48,S
6971,51,29.0,165.1,XXS
6972,61,55.0,165.1,XXS
6973,63,39.0,167.64,XL
6974,68,37.0,165.1,XXXL
6975,58,39.0,170.18,M
6976,77,31.0,167.64,XXXL
6977,58,34.0,175.26,S
6978,56,46.0,170.18,M
6979,58,25.0,157.48,S
6980,61,39.0,165.1,M
6981,61,33.0,162.56,L
6982,70,33.0,165.1,XXXL
6983,54,28.0,157.48,S
6984,61,29.0,165.1,M
6985,54,33.0,167.64,M
6986,81,30.0,170.18,XXXL
6987,43,24.0,157.48,XXS
6988,79,39.0,182.88,XL
6989,49,30.0,160.02,S
6990,58,28.0,165.1,M
6991,58,50.0,160.02,S
6992,54,39.0,157.48,L
6993,51,58.0,170.18,M
6994,74,58.0,175.26,XXXL
6995,56,43.0,162.56,M
6996,77,46.0,170.18,XXXL
6997,61,27.0,172.72,L
6998,61,25.0,160.02,L
6999,65,62.0,165.1,XL
7000,51,26.0,157.48,M
7001,74,35.0,175.26,L
7002,47,38.0,165.1,XXS
7003,55,29.0,165.1,S
7004,55,26.0,170.18,S
7005,70,36.0,170.18,XL
7006,63,33.0,170.18,L
7007,52,28.0,160.02,S
7008,64,54.0,175.26,XL
7009,56,50.0,157.48,XL
7010,66,59.0,167.64,XL
7011,58,28.0,175.26,S
7012,74,37.0,160.02,XXXL
7013,55,28.0,165.1,XXS
7014,57,29.0,160.02,M
7015,81,27.0,170.18,XXXL
7016,56,38.0,162.56,L
7017,65,29.0,167.64,XL
7018,53,29.0,172.72,S
7019,63,33.0,157.48,L
7020,49,31.0,157.48,XXS
7021,63,30.0,165.1,XL
7022,53,41.0,162.56,S
7023,58,29.0,172.72,S
7024,61,46.0,180.34,L
7025,65,27.0,175.26,XXXL
7026,61,26.0,167.64,M
7027,63,31.0,167.64,L
7028,65,36.0,175.26,M
7029,63,30.0,165.1,XL
7030,74,29.0,,XL
7031,61,31.0,162.56,L
7032,99,43.0,154.94,XXXL
7033,52,41.0,165.1,L
7034,63,31.0,175.26,M
7035,90,25.0,177.8,XXXL
7036,54,33.0,165.1,S
7037,53,39.0,165.1,S
7038,54,30.0,,M
7039,63,34.0,157.48,M
7040,89,37.0,175.26,XXXL
7041,56,28.0,154.94,M
7042,65,26.0,172.72,M
7043,45,30.0,162.56,S
7044,68,35.0,162.56,M
7045,56,26.0,167.64,M
7046,67,46.0,162.56,XL
7047,70,31.0,172.72,L
7048,64,33.0,170.18,XL
7049,70,39.0,167.64,XXXL
7050,45,27.0,157.48,XXS
7051,53,33.0,167.64,XXS
7052,72,32.0,167.64,XL
7053,57,31.0,170.18,M
7054,70,32.0,175.26,L
7055,63,26.0,172.72,M
7056,70,29.0,160.02,XL
7057,49,26.0,170.18,XXS
7058,58,24.0,177.8,M
7059,70,40.0,170.18,XL
7060,61,32.0,165.1,L
7061,81,30.0,172.72,XXXL
7062,56,28.0,162.56,M
7063,71,35.0,175.26,XXXL
7064,61,87.0,167.64,L
7065,68,30.0,165.1,XL
7066,62,31.0,160.02,L
7067,50,33.0,160.02,S
7068,69,47.0,177.8,XL
7069,72,26.0,165.1,XL
7070,45,43.0,157.48,XXS
7071,52,40.0,160.02,S
7072,81,30.0,162.56,XXXL
7073,52,40.0,165.1,M
7074,56,28.0,172.72,M
7075,63,40.0,175.26,M
7076,47,33.0,157.48,XXS
7077,54,31.0,157.48,S
7078,68,41.0,167.64,XXXL
7079,61,54.0,170.18,M
7080,63,42.0,167.64,M
7081,52,33.0,165.1,S
7082,56,32.0,167.64,M
7083,63,27.0,167.64,M
7084,62,30.0,160.02,M
7085,58,29.0,165.1,M
7086,61,26.0,175.26,L
7087,59,29.0,167.64,L
7088,50,31.0,157.48,S
7089,57,39.0,154.94,M
7090,61,51.0,170.18,XL
7091,62,39.0,165.1,XL
7092,52,30.0,157.48,S
7093,66,38.0,170.18,XL
7094,58,27.0,167.64,M
7095,77,28.0,165.1,XL
7096,61,34.0,165.1,XL
7097,81,32.0,160.02,XXXL
7098,54,32.0,162.56,S
7099,63,55.0,170.18,XL
7100,57,34.0,175.26,M
7101,58,25.0,170.18,M
7102,56,33.0,167.64,M
7103,50,36.0,157.48,S
7104,56,37.0,162.56,M
7105,56,38.0,167.64,M
7106,56,33.0,175.26,S
7107,83,34.0,165.1,XXXL
7108,68,31.0,157.48,M
7109,72,43.0,175.26,XXXL
7110,61,54.0,170.18,L
7111,83,31.0,170.18,XXXL
7112,63,47.0,165.1,XL
7113,52,34.0,160.02,M
7114,65,30.0,175.26,L
7115,70,37.0,167.64,XL
7116,54,24.0,170.18,S
7117,70,55.0,165.1,XL
7118,61,30.0,162.56,M
7119,72,43.0,167.64,XXXL
7120,63,40.0,175.26,XL
7121,46,34.0,152.4,XXS
7122,54,27.0,160.02,S
7123,56,30.0,160.02,M
7124,52,34.0,160.02,S
7125,88,41.0,180.34,XXXL
7126,68,35.0,162.56,XXXL
7127,81,32.0,162.56,XXXL
7128,65,33.0,160.02,XL
7129,58,29.0,160.02,S
7130,58,30.0,165.1,M
7131,68,28.0,177.8,M
7132,58,23.0,170.18,M
7133,61,47.0,175.26,XL
7134,81,28.0,157.48,XXXL
7135,54,28.0,172.72,S
7136,86,33.0,167.64,XXXL
7137,58,34.0,160.02,XL
7138,51,25.0,162.56,XXS
7139,79,28.0,162.56,XXXL
7140,52,38.0,165.1,S
7141,74,36.0,162.56,XXXL
7142,56,0.0,170.18,S
7143,56,31.0,162.56,S
7144,52,33.0,170.18,S
7145,56,27.0,160.02,M
7146,54,25.0,162.56,S
7147,74,28.0,175.26,XXXL
7148,62,27.0,172.72,M
7149,54,33.0,157.48,M
7150,54,42.0,165.1,S
7151,56,34.0,170.18,XXS
7152,54,27.0,157.48,M
7153,61,48.0,165.1,XXXL
7154,70,35.0,180.34,XL
7155,49,32.0,160.02,XXS
7156,70,29.0,165.1,XL
7157,79,58.0,177.8,XXXL
7158,65,31.0,165.1,XL
7159,113,30.0,162.56,XXXL
7160,58,32.0,170.18,S
7161,63,40.0,165.1,XXXL
7162,65,31.0,175.26,XL
7163,65,48.0,167.64,L
7164,81,31.0,172.72,XXXL
7165,58,35.0,167.64,M
7166,61,25.0,167.64,M
7167,49,45.0,157.48,XXS
7168,54,34.0,167.64,S
7169,59,21.0,167.64,M
7170,48,26.0,162.56,XXS
7171,68,22.0,172.72,L
7172,72,42.0,165.1,XXXL
7173,58,38.0,162.56,L
7174,63,39.0,160.02,XL
7175,52,42.0,167.64,S
7176,51,41.0,160.02,S
7177,62,42.0,167.64,M
7178,48,33.0,152.4,XXS
7179,68,40.0,175.26,XL
7180,54,60.0,162.56,L
7181,68,29.0,165.1,M
7182,61,33.0,177.8,M
7183,67,42.0,167.64,XXXL
7184,58,35.0,167.64,XL
7185,58,31.0,160.02,M
7186,52,28.0,167.64,S
7187,72,35.0,162.56,XL
7188,65,30.0,170.18,XL
7189,58,31.0,152.4,M
7190,55,27.0,162.56,S
7191,61,38.0,162.56,S
7192,58,29.0,162.56,M
7193,49,40.0,157.48,M
7194,74,31.0,180.34,XXXL
7195,61,31.0,162.56,M
7196,61,39.0,172.72,M
7197,52,30.0,160.02,S
7198,61,38.0,160.02,L
7199,54,32.0,182.88,S
7200,61,28.0,167.64,L
7201,81,33.0,157.48,XXXL
7202,74,33.0,177.8,XXXL
7203,54,28.0,154.94,M
7204,62,30.0,170.18,M
7205,70,33.0,162.56,XXXL
7206,63,30.0,162.56,L
7207,58,33.0,177.8,S
7208,63,52.0,165.1,L
7209,63,34.0,175.26,L
7210,61,65.0,162.56,L
7211,48,36.0,157.48,XXS
7212,83,33.0,167.64,XXXL
7213,61,28.0,167.64,M
7214,56,31.0,160.02,M
7215,55,30.0,167.64,S
7216,61,32.0,157.48,XL
7217,61,29.0,165.1,XL
7218,50,32.0,154.94,XXS
7219,70,37.0,167.64,M
7220,58,29.0,167.64,M
7221,50,32.0,157.48,XXS
7222,68,30.0,172.72,XL
7223,58,22.0,175.26,S
7224,65,32.0,162.56,XXXL
7225,58,37.0,152.4,M
7226,58,34.0,170.18,M
7227,61,28.0,165.1,L
7228,58,40.0,167.64,M
7229,48,29.0,162.56,S
7230,65,30.0,175.26,XL
7231,68,26.0,170.18,XL
7232,70,30.0,165.1,XL
7233,52,33.0,165.1,S
7234,48,27.0,162.56,XXS
7235,93,32.0,165.1,XXXL
7236,68,33.0,170.18,XL
7237,58,33.0,170.18,M
7238,67,26.0,175.26,L
7239,61,31.0,160.02,L
7240,52,17.0,167.64,M
7241,72,33.0,177.8,XL
7242,72,32.0,167.64,XL
7243,56,24.0,170.18,M
7244,77,58.0,162.56,XXXL
7245,89,44.0,175.26,XL
7246,58,25.0,167.64,M
7247,58,27.0,170.18,M
7248,51,30.0,157.48,XXS
7249,79,42.0,172.72,XL
7250,59,38.0,167.64,XL
7251,58,47.0,160.02,XL
7252,54,28.0,170.18,S
7253,61,34.0,162.56,XXXL
7254,68,29.0,175.26,L
7255,64,39.0,172.72,L
7256,56,38.0,167.64,S
7257,58,48.0,160.02,L
7258,81,26.0,165.1,XXXL
7259,72,27.0,162.56,XXXL
7260,72,37.0,170.18,M
7261,65,24.0,172.72,M
7262,58,27.0,157.48,M
7263,61,33.0,167.64,M
7264,77,38.0,152.4,XXXL
7265,49,33.0,162.56,XXS
7266,53,36.0,157.48,S
7267,69,40.0,162.56,XXXL
7268,57,37.0,165.1,L
7269,49,33.0,157.48,S
7270,65,53.0,170.18,L
7271,74,31.0,172.72,XXXL
7272,90,29.0,170.18,XXXL
7273,68,47.0,165.1,XXXL
7274,56,33.0,162.56,S
7275,74,33.0,175.26,L
7276,56,26.0,160.02,M
7277,58,31.0,180.34,S
7278,47,28.0,162.56,XXS
7279,62,49.0,172.72,M
7280,68,24.0,180.34,M
7281,72,37.0,175.26,XXXL
7282,58,39.0,175.26,XL
7283,56,47.0,167.64,XL
7284,74,35.0,177.8,XXXL
7285,50,40.0,157.48,M
7286,61,31.0,160.02,M
7287,58,40.0,170.18,M
7288,56,28.0,165.1,S
7289,63,29.0,154.94,XXXL
7290,61,26.0,162.56,M
7291,56,40.0,162.56,M
7292,81,43.0,157.48,XXXL
7293,64,58.0,165.1,XXXL
7294,47,37.0,162.56,S
7295,56,36.0,167.64,M
7296,68,24.0,165.1,XL
7297,63,34.0,170.18,XL
7298,131,31.0,160.02,XXXL
7299,68,33.0,177.8,XXXL
7300,55,22.0,167.64,S
7301,56,36.0,157.48,L
7302,61,30.0,170.18,M
7303,68,31.0,162.56,XL
7304,52,43.0,157.48,S
7305,54,29.0,162.56,M
7306,61,49.0,170.18,XL
7307,58,36.0,162.56,M
7308,72,40.0,167.64,XL
7309,54,33.0,160.02,S
7310,62,30.0,160.02,L
7311,58,57.0,170.18,M
7312,54,35.0,165.1,XXS
7313,70,39.0,165.1,XXXL
7314,48,25.0,160.02,XXS
7315,95,27.0,165.1,XXXL
7316,54,25.0,157.48,S
7317,52,32.0,162.56,XXS
7318,58,29.0,162.56,M
7319,54,31.0,165.1,M
7320,52,46.0,167.64,M
7321,63,25.0,162.56,XL
7322,56,47.0,160.02,M
7323,56,62.0,162.56,M
7324,70,32.0,162.56,XXXL
7325,68,46.0,177.8,XXXL
7326,58,34.0,170.18,XL
7327,77,31.0,172.72,XXXL
7328,50,43.0,160.02,S
7329,61,28.0,172.72,M
7330,54,31.0,162.56,S
7331,56,34.0,165.1,M
7332,79,40.0,177.8,XXXL
7333,43,36.0,162.56,XXS
7334,58,36.0,167.64,M
7335,79,29.0,180.34,XXXL
7336,68,27.0,172.72,L
7337,65,28.0,170.18,XL
7338,74,32.0,170.18,XXXL
7339,61,27.0,170.18,M
7340,58,34.0,170.18,L
7341,68,35.0,175.26,XXXL
7342,68,44.0,172.72,XL
7343,63,45.0,157.48,XXXL
7344,68,29.0,160.02,S
7345,68,28.0,167.64,XL
7346,74,30.0,160.02,XXXL
7347,43,26.0,152.4,S
7348,52,32.0,165.1,XXS
7349,74,56.0,165.1,XXXL
7350,65,25.0,162.56,L
7351,63,40.0,167.64,XL
7352,52,24.0,160.02,S
7353,55,22.0,162.56,S
7354,65,29.0,165.1,XL
7355,55,31.0,175.26,M
7356,54,27.0,157.48,S
7357,53,35.0,160.02,M
7358,62,51.0,157.48,XL
7359,68,27.0,175.26,M
7360,61,31.0,170.18,L
7361,47,39.0,162.56,XXS
7362,52,37.0,152.4,M
7363,58,19.0,160.02,L
7364,56,38.0,160.02,M
7365,67,30.0,172.72,S
7366,61,25.0,160.02,M
7367,63,19.0,160.02,XL
7368,54,29.0,154.94,S
7369,75,42.0,165.1,XXXL
7370,74,31.0,170.18,XXXL
7371,70,36.0,165.1,XXXL
7372,49,33.0,157.48,XXS
7373,72,37.0,172.72,XXXL
7374,58,47.0,170.18,M
7375,58,38.0,167.64,S
7376,56,30.0,167.64,XL
7377,63,31.0,165.1,S
7378,58,37.0,180.34,S
7379,68,32.0,170.18,XL
7380,68,26.0,157.48,XL
7381,74,36.0,165.1,XL
7382,56,38.0,167.64,M
7383,53,25.0,154.94,S
7384,54,38.0,162.56,S
7385,58,27.0,170.18,S
7386,52,21.0,165.1,S
7387,54,32.0,157.48,M
7388,106,40.0,152.4,XXXL
7389,72,35.0,170.18,XXXL
7390,77,30.0,165.1,XL
7391,52,21.0,162.56,S
7392,56,47.0,160.02,M
7393,95,33.0,165.1,XXXL
7394,63,31.0,162.56,XL
7395,72,47.0,180.34,XL
7396,68,39.0,160.02,XXXL
7397,68,28.0,180.34,M
7398,62,51.0,170.18,XL
7399,68,36.0,160.02,XXXL
7400,63,55.0,180.34,M
7401,61,35.0,170.18,XL
7402,63,37.0,160.02,M
7403,65,34.0,162.56,XL
7404,68,46.0,160.02,XXXL
7405,65,32.0,162.56,XL
7406,72,35.0,162.56,XL
7407,56,26.0,170.18,M
7408,59,31.0,162.56,M
7409,57,60.0,167.64,M
7410,61,38.0,162.56,M
7411,63,31.0,167.64,L
7412,61,33.0,162.56,L
7413,63,27.0,170.18,L
7414,77,31.0,167.64,XL
7415,72,35.0,177.8,XXXL
7416,50,32.0,165.1,XXS
7417,58,30.0,162.56,M
7418,70,31.0,167.64,XL
7419,53,,167.64,XXS
7420,95,38.0,165.1,XXXL
7421,86,35.0,165.1,XXXL
7422,58,30.0,157.48,M
7423,77,36.0,170.18,XXXL
7424,55,29.0,162.56,M
7425,72,26.0,167.64,L
7426,68,30.0,162.56,XXXL
7427,68,38.0,177.8,XL
7428,61,35.0,172.72,S
7429,61,38.0,154.94,XXXL
7430,58,40.0,170.18,M
7431,90,33.0,172.72,L
7432,79,26.0,154.94,XXXL
7433,62,25.0,167.64,L
7434,61,38.0,172.72,L
7435,45,47.0,157.48,XXS
7436,84,39.0,170.18,XXXL
7437,72,37.0,162.56,XXXL
7438,77,32.0,180.34,XXXL
7439,67,65.0,182.88,XL
7440,65,30.0,160.02,M
7441,61,29.0,160.02,M
7442,54,29.0,170.18,M
7443,68,32.0,172.72,XXXL
7444,63,33.0,177.8,M
7445,56,31.0,162.56,S
7446,63,39.0,175.26,L
7447,106,51.0,165.1,XXXL
7448,62,22.0,154.94,M
7449,58,37.0,172.72,S
7450,47,35.0,167.64,XXS
7451,61,36.0,160.02,L
7452,58,32.0,160.02,XXS
7453,53,30.0,165.1,M
7454,54,43.0,154.94,S
7455,56,36.0,170.18,S
7456,65,25.0,170.18,L
7457,65,47.0,162.56,XXXL
7458,49,60.0,160.02,S
7459,63,38.0,175.26,M
7460,65,31.0,170.18,M
7461,63,46.0,165.1,L
7462,49,28.0,162.56,XXS
7463,61,26.0,175.26,M
7464,81,41.0,165.1,XXXL
7465,83,29.0,177.8,XXXL
7466,70,30.0,162.56,XXXL
7467,61,32.0,165.1,XL
7468,81,28.0,167.64,XXXL
7469,68,47.0,182.88,XXXL
7470,61,32.0,170.18,M
7471,58,26.0,170.18,L
7472,57,35.0,162.56,M
7473,61,30.0,162.56,M
7474,52,33.0,162.56,XXS
7475,58,32.0,160.02,XXS
7476,47,20.0,154.94,S
7477,63,30.0,165.1,L
7478,58,32.0,165.1,M
7479,62,40.0,157.48,XL
7480,45,28.0,157.48,S
7481,58,36.0,167.64,XL
7482,68,26.0,177.8,L
7483,52,34.0,167.64,XXS
7484,99,40.0,165.1,XXXL
7485,52,32.0,157.48,XXS
7486,57,37.0,157.48,L
7487,61,31.0,165.1,M
7488,49,39.0,152.4,S
7489,81,37.0,182.88,XXXL
7490,54,32.0,172.72,S
7491,61,33.0,175.26,S
7492,64,45.0,175.26,L
7493,47,32.0,152.4,S
7494,66,56.0,172.72,XL
7495,49,29.0,157.48,S
7496,56,24.0,162.56,M
7497,58,26.0,170.18,M
7498,58,31.0,175.26,L
7499,58,47.0,154.94,L
7500,49,46.0,157.48,XXS
7501,68,26.0,162.56,XL
7502,56,30.0,165.1,S
7503,65,26.0,157.48,S
7504,47,38.0,162.56,XXS
7505,70,33.0,165.1,L
7506,61,30.0,170.18,M
7507,53,34.0,160.02,S
7508,52,33.0,157.48,S
7509,56,32.0,165.1,S
7510,76,37.0,162.56,XXXL
7511,77,31.0,175.26,XXXL
7512,71,39.0,162.56,XXXL
7513,52,29.0,160.02,S
7514,77,46.0,177.8,XXXL
7515,51,30.0,157.48,S
7516,60,46.0,167.64,M
7517,90,44.0,167.64,XXXL
7518,65,31.0,182.88,XL
7519,56,49.0,167.64,L
7520,63,29.0,170.18,XL
7521,56,35.0,154.94,M
7522,49,17.0,154.94,XXS
7523,65,27.0,162.56,M
7524,55,35.0,162.56,S
7525,54,25.0,167.64,S
7526,61,45.0,167.64,XXXL
7527,74,40.0,167.64,XXXL
7528,52,49.0,165.1,S
7529,52,26.0,162.56,XXS
7530,58,30.0,170.18,M
7531,61,34.0,172.72,XL
7532,63,32.0,160.02,M
7533,70,31.0,170.18,XXXL
7534,49,38.0,154.94,S
7535,61,33.0,172.72,L
7536,44,29.0,152.4,XXS
7537,58,37.0,170.18,M
7538,56,28.0,162.56,M
7539,58,36.0,170.18,S
7540,58,25.0,170.18,M
7541,70,36.0,175.26,XL
7542,50,32.0,167.64,M
7543,57,45.0,172.72,L
7544,58,39.0,175.26,M
7545,56,32.0,162.56,M
7546,63,30.0,162.56,XL
7547,68,35.0,172.72,XL
7548,81,31.0,160.02,XXXL
7549,67,34.0,162.56,XL
7550,52,27.0,165.1,XXS
7551,111,39.0,172.72,XXXL
7552,61,34.0,170.18,XL
7553,63,34.0,175.26,L
7554,68,26.0,175.26,XL
7555,68,30.0,170.18,XL
7556,79,32.0,177.8,XXXL
7557,45,33.0,157.48,XXS
7558,63,48.0,170.18,L
7559,49,31.0,157.48,XXS
7560,58,37.0,165.1,XL
7561,59,39.0,160.02,M
7562,62,29.0,165.1,XL
7563,72,37.0,157.48,XXXL
7564,61,32.0,165.1,S
7565,65,40.0,170.18,XL
7566,63,34.0,177.8,L
7567,90,30.0,167.64,XXXL
7568,54,30.0,157.48,S
7569,68,23.0,172.72,XL
7570,68,35.0,157.48,XL
7571,56,49.0,165.1,L
7572,61,23.0,162.56,L
7573,63,28.0,160.02,M
7574,64,33.0,185.42,L
7575,54,28.0,157.48,S
7576,65,35.0,165.1,L
7577,58,29.0,157.48,M
7578,61,23.0,162.56,M
7579,56,34.0,170.18,S
7580,63,45.0,172.72,M
7581,52,39.0,167.64,M
7582,65,31.0,160.02,M
7583,45,30.0,154.94,XL
7584,51,38.0,162.56,XXS
7585,63,58.0,167.64,XXXL
7586,56,36.0,152.4,L
7587,50,26.0,167.64,XXS
7588,58,30.0,160.02,M
7589,81,36.0,180.34,XXXL
7590,65,29.0,162.56,XL
7591,61,37.0,175.26,L
7592,65,27.0,180.34,XL
7593,54,29.0,165.1,S
7594,48,33.0,152.4,XXS
7595,78,33.0,177.8,XXXL
7596,58,35.0,157.48,XXS
7597,72,32.0,165.1,XXXL
7598,56,33.0,167.64,S
7599,72,31.0,172.72,XL
7600,86,44.0,160.02,XXXL
7601,53,27.0,157.48,M
7602,65,31.0,157.48,XXXL
7603,70,31.0,170.18,XL
7604,54,35.0,172.72,S
7605,81,33.0,175.26,XXXL
7606,52,29.0,160.02,XXS
7607,48,43.0,162.56,S
7608,106,30.0,167.64,XXXL
7609,53,21.0,170.18,M
7610,56,39.0,162.56,M
7611,52,27.0,157.48,S
7612,62,40.0,180.34,M
7613,56,30.0,154.94,S
7614,52,29.0,152.4,S
7615,59,34.0,157.48,M
7616,61,29.0,180.34,M
7617,74,39.0,167.64,XL
7618,49,27.0,160.02,M
7619,72,36.0,167.64,XXXL
7620,61,33.0,160.02,L
7621,63,26.0,165.1,L
7622,53,47.0,160.02,S
7623,74,32.0,180.34,XXXL
7624,55,29.0,165.1,M
7625,49,30.0,160.02,S
7626,58,34.0,154.94,XL
7627,56,36.0,167.64,M
7628,70,30.0,170.18,M
7629,57,33.0,162.56,M
7630,53,31.0,165.1,XXS
7631,68,30.0,177.8,L
7632,58,32.0,167.64,M
7633,63,33.0,170.18,XL
7634,56,33.0,165.1,M
7635,58,28.0,160.02,M
7636,52,29.0,167.64,XXS
7637,58,23.0,175.26,S
7638,56,38.0,170.18,M
7639,47,39.0,162.56,S
7640,61,30.0,170.18,M
7641,56,48.0,162.56,L
7642,81,31.0,175.26,XL
7643,56,32.0,167.64,S
7644,52,28.0,154.94,S
7645,74,27.0,182.88,XXXL
7646,59,32.0,162.56,XL
7647,56,38.0,160.02,M
7648,49,34.0,160.02,S
7649,65,26.0,175.26,M
7650,70,34.0,175.26,XL
7651,74,33.0,157.48,XL
7652,58,41.0,170.18,M
7653,58,37.0,162.56,M
7654,51,33.0,160.02,S
7655,49,31.0,172.72,S
7656,60,46.0,167.64,M
7657,56,20.0,172.72,S
7658,56,31.0,167.64,M
7659,54,19.0,160.02,XXS
7660,51,25.0,157.48,XXS
7661,56,35.0,170.18,M
7662,88,45.0,175.26,XXXL
7663,61,30.0,177.8,M
7664,65,32.0,165.1,L
7665,84,33.0,177.8,XXXL
7666,70,40.0,175.26,XL
7667,52,26.0,170.18,XXS
7668,76,41.0,165.1,XXXL
7669,58,29.0,162.56,XL
